HB,SP,,,BB,BB,BB,,,,,,,,,,,,,,,,,,,MB,MB,MB,,MB,MB,,MB,MB,,MB,MB,,MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MB,MB,MB,MB,,,,,,,,,,,,QB,QB,QB,,,,,,,,,,,,,,MB,,,,MB,,,,,,,,,,,,,,,,MB,,,,,,,,,,BB,BB,,,,,,,,,,,,,,,,,,,,,,MB,MB,,,,,,,,,,,,MB,,MB,,,,,,,,,,,,,,,,,,,,,,,SP,HB
HB,BB,BB,BB,,,,,,BB,BB,BB,BB,,,,,,,,,,,MB,,MB,MB,MB,,MB,MB,,MB,MB,,MB,MB,,MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MB,,,MB,MB,,,,,,,,BB,BB,,,,,,,,,,,,,,,,,,,,,,MB,MB,,,,,,,,,,,,MB,MB,,MB,MB,,,,,,,,,,,,,,BB,BB,BB,BB,BB,BB,BB,BB,BB,HB
HB,,,,,,,,,BB,BB,BB,BB,,,,,,,,BB,BB,BB,BB,,BB,BB,BB,,BB,BB,,BB,BB,,BB,BB,,BB,BB,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BB,BB,,,,,,,,,,,,BB,,,,,,,,,,,,MB,,,,,,,,,,,,,,,,,,,MB,,,,,,,MB,,,,,,,,,,,MB,MB,,,MB,MB,MB,,,,,,BB,BB,,,,,,,,,,QB,,,,QB,,,,,,,,MB,MB,,,,,BB,BB,BB,BB,BB,BB,BB,MB,MB,,,,MB,MB,BB,BB,BB,BB,BB,,,,,,,,BB,BB,BB,BB,BB,BB,BB,BB,BB,HB
HB,QB,QB,,,,,,,,,,,,,,,,,,BB,BB,BB,BB,,BB,BB,BB,,BB,BB,,BB,BB,,BB,BB,,BB,BB,BB,,,,,,,,,,,,,,,,,,,,,,SP,,,,,BB,BB,BB,BB,BB,BB,,,,,,,,,BB,BB,,,,,,,,,,,MB,,,,,,,,,,,,,,,,,,,MB,,,,,,,,,MB,,,,,BB,BB,BB,BB,BB,BB,BB,,,BB,BB,BB,BB,BB,,BB,BB,BB,,,,,,,,,,,,,,,,,,,,,,MB,MB,,,,,,BB,BB,BB,BB,BB,BB,BB,MB,MB,,,,MB,MB,BB,BB,BB,BB,BB,,BB,,,,,,,,,,,,,,,HB
HB,,,,,,MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MB,MB,,,,,,,,MB,MB,,,,BB,BB,,BB,BB,BB,,,,,,,,BB,BB,,,,,,,,,,,MB,,,BB,,,,,,,,,,,,,BB,,MB,MB,,,,,,,,,,,MB,,,,BB,BB,BB,BB,BB,BB,BB,,,BB,BB,BB,BB,BB,,BB,BB,BB,,,,,,,,,,,,,,,,,,,,,MB,MB,,,,,,,,,,,,,,,MB,,,,MB,,,,,,,,,,,,,,,,,,,,,,,HB
HB,,,,,MB,MB,,,,,,,,BB,BB,BB,BB,BB,,,,,,,,,,,,,,,,,,,,,,,,BB,,,,,,,,,,,MB,MB,,,,,,,,MB,MB,,,,,,,BB,,,,,,,,,BB,BB,,,,,,,,,,,MB,MB,,,BB,,,,,,,,,,,,,BB,,,,,,,,,,,,,,,MB,MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MB,MB,,,,,,,,,,,,,,,,,,,,,QB,,,,,,,,,,BB,,,,,,,,,,,,HB
HB,,,,MB,MB,MB,,,,,,,,BB,BB,BB,BB,BB,,,,,,,,,,,,,,,,,,,,,,,,,BB,BB,,,,,,,MB,MB,,,MB,MB,,,,MB,MB,,,MB,MB,,,,,BB,,,,,,,,BB,BB,,,,,,,MB,MB,MB,,,,,,,BB,,,,,,,,,,,,,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,MB,MB,,,,,,,,,,,,,,,,,,,MB,,,,,,,,,,,,BB,BB,,,,,,,,,,,,HB
HB,,,MB,MB,MB,MB,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BB,BB,BB,BB,BB,,MB,MB,,,MB,MB,,,,MB,MB,,,MB,MB,,,,,BB,BB,,,,,,BB,BB,,,MB,MB,MB,,,,,,,,,,,,BB,,,,,,,,,,,,,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MB,,,,,,,,,,,,,,,,,,,,,,MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BB,BB,,,,,,,,,,,,,HB
HB,SP,MB,MB,MB,MB,MB,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BB,,,,,,BB,,,,,,,,,,,,,,,,,,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MB,,,,,,,,,,,,MB,MB,,,MB,MB,,,MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BB,BB,,,,,,,,,,,,,,HB
HB,BB,BB,BB,BB,BB,BB,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MB,,,,,,,,,,,,,BB,BB,,BB,,,,,,,,,,,,,,,,,,,,,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MB,,,,,,,,,,,,,MB,MB,,,MB,MB,,,MB,,,,,,,,,,,,,,,,,,,,,,,,BB,BB,BB,BB,BB,BB,BB,BB,BB,,,,,,,,,,,,,,,HB
HB,,,,,,BB,BB,BB,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BB,BB,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MB,MB,MB,MB,MB,MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BB,BB,BB,BB,BB,BB,BB,BB,BB,,,,,,,,,,,,,,,HB
HB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HB
HB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HB
HB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,DB,HB
